transaction_id,posting_date,gl_account_id,gl_account_name,cost_center_id,vendor,description,amount_usd,expense_type,fiscal_quarter,fiscal_year
GL-002814,2026-01-31,6600,Equipment & Hardware,CC-167,Oracle Corp,Equipment — Executive — Jan 2026,12367.22,Recurring,Q1 2026,FY2026
GL-005115,2025-07-07,6100,Salaries & Wages,CC-148,Baker McKenzie LLP,Compensation — Product — Jul 2025,12202.09,Recurring,Q3 2025,FY2025
GL-001214,2026-03-11,6400,Facilities & Occupancy,CC-121,Zscaler Inc,Facilities — Finance — Mar 2026,7192.51,Recurring,Q1 2026,FY2026
GL-005649,2025-06-10,6100,Salaries & Wages,CC-155,Hays Recruiting,Compensation — Operations — Jun 2025,17874.01,Recurring,Q2 2025,FY2025
GL-001691,2026-01-05,6300,Software & Subscriptions,CC-150,Fortinet Inc,Software — Operations — Jan 2026,2179.86,Recurring,Q1 2026,FY2026
GL-004365,2025-07-03,6700,Training & Development,CC-158,Zscaler Inc,Training — IT — Jul 2025,2629.96,Recurring,Q3 2025,FY2025
GL-002815,2025-04-23,6500,Professional Services,CC-164,Willis Towers Watson,Professional Services — Executive — Apr 2025,38355.51,Recurring,Q2 2025,FY2025
GL-001802,2026-01-26,6200,Travel & Entertainment,CC-155,Gartner Inc,Travel — Operations — Jan 2026,2301.98,Recurring,Q1 2026,FY2026
GL-005470,2025-03-27,6500,Professional Services,CC-133,UPS Logistics,Professional Services — HR — Mar 2025,17620.28,Recurring,Q1 2025,FY2025
GL-002102,2025-12-08,6700,Training & Development,CC-168,Microsoft Azure,Training — Executive — Dec 2025,3552.6,Recurring,Q4 2025,FY2025
GL-003253,2025-04-14,6600,Equipment & Hardware,CC-122,WeWork Office,Equipment — Finance — Apr 2025,11433.07,Recurring,Q2 2025,FY2025
GL-004608,2026-04-01,6300,Software & Subscriptions,CC-130,CrowdStrike Holdings,Software — HR — Apr 2026,12987.38,Recurring,Q2 2026,FY2026
GL-004556,2025-08-22,6500,Professional Services,CC-115,Hays Recruiting,Professional Services — Marketing — Aug 2025,29541.08,Recurring,Q3 2025,FY2025
GL-000192,2025-05-27,6200,Travel & Entertainment,CC-141,Dell Technologies,Travel — Legal — May 2025,3543.06,Recurring,Q2 2025,FY2025
GL-001712,2026-01-02,6600,Equipment & Hardware,CC-136,UPS Logistics,Equipment — Legal — Jan 2026,10774.72,Recurring,Q1 2026,FY2026
GL-000812,2025-09-23,6600,Equipment & Hardware,CC-111,Accenture Consulting,Equipment — Sales — Sep 2025,15105.84,Recurring,Q3 2025,FY2025
GL-003820,2025-05-18,6400,Facilities & Occupancy,CC-146,HP Enterprise,Facilities — Product — May 2025,5340.47,Recurring,Q2 2025,FY2025
GL-004022,2026-04-03,6600,Equipment & Hardware,CC-168,Zscaler Inc,Equipment — Executive — Apr 2026,18877.62,Recurring,Q2 2026,FY2026
GL-001037,2025-04-22,6500,Professional Services,CC-169,KPMG Consulting,Professional Services — Executive — Apr 2025,37547.95,Recurring,Q2 2025,FY2025
GL-001655,2025-05-05,6100,Salaries & Wages,CC-155,Iron Mountain,Compensation — Operations — May 2025,17019.86,Recurring,Q2 2025,FY2025
GL-000736,2026-04-10,6200,Travel & Entertainment,CC-156,Dell Technologies,Travel — IT — Apr 2026,1595.87,Recurring,Q2 2026,FY2026
GL-003748,2025-11-27,6400,Facilities & Occupancy,CC-105,Datadog Inc,Facilities — Engineering — Nov 2025,6992.44,Recurring,Q4 2025,FY2025
GL-000658,2025-12-08,6200,Travel & Entertainment,CC-134,United Airlines,Travel — HR — Dec 2025,201.84,Recurring,Q4 2025,FY2025
GL-002757,2026-04-27,6100,Salaries & Wages,CC-106,Hays Recruiting,Compensation — Engineering — Apr 2026,8885.36,Recurring,Q2 2026,FY2026
GL-003702,2025-02-08,6400,Facilities & Occupancy,CC-153,IDC Advisory,Facilities — Operations — Feb 2025,8738.34,Recurring,Q1 2025,FY2025
GL-001477,2026-04-01,6200,Travel & Entertainment,CC-162,American Express Travel,Travel — IT — Apr 2026,5458.7,Recurring,Q2 2026,FY2026
GL-002458,2025-01-08,6400,Facilities & Occupancy,CC-121,Perkins Coie LLP,Facilities — Finance — Jan 2025,5502.21,Recurring,Q1 2025,FY2025
GL-004525,2026-01-31,6700,Training & Development,CC-168,American Express Travel,Training — Executive — Jan 2026,204.98,Recurring,Q1 2026,FY2026
GL-000834,2025-06-28,6100,Salaries & Wages,CC-162,Perkins Coie LLP,Compensation — IT — Jun 2025,19376.46,Recurring,Q2 2025,FY2025
GL-004382,2025-07-22,6500,Professional Services,CC-153,Zscaler Inc,Professional Services — Operations — Jul 2025,39880.53,Recurring,Q3 2025,FY2025
GL-004648,2025-07-11,6110,Employee Benefits,CC-127,JLL Real Estate,Benefits — Finance — Jul 2025,5272.81,Recurring,Q3 2025,FY2025
GL-002535,2026-02-09,6600,Equipment & Hardware,CC-123,Snowflake Computing,Equipment — Finance — Feb 2026,8660.89,Recurring,Q1 2026,FY2026
GL-001878,2025-06-03,6300,Software & Subscriptions,CC-112,Oracle Corp,Software — Sales — Jun 2025,5294.01,Recurring,Q2 2025,FY2025
GL-001973,2025-06-17,6500,Professional Services,CC-140,Mercer Consulting,Professional Services — Legal — Jun 2025,18345.79,Recurring,Q2 2025,FY2025
GL-002516,2025-03-11,6100,Salaries & Wages,CC-146,Salesforce Inc,Compensation — Product — Mar 2025,15184.59,Recurring,Q1 2025,FY2025
GL-003468,2025-08-08,6500,Professional Services,CC-145,HP Enterprise,Professional Services — Product — Aug 2025,37445.44,Recurring,Q3 2025,FY2025
GL-003557,2025-02-06,6500,Professional Services,CC-148,Splunk Inc,Professional Services — Product — Feb 2025,30003.57,Recurring,Q1 2025,FY2025
GL-005962,2025-09-09,6800,One-Time Project Costs,CC-901,Marriott Hotels,Project: Cloud Migration Sprint — originated by Legal,11285.57,One-Time,Q3 2025,FY2025
GL-002890,2025-11-20,6600,Equipment & Hardware,CC-164,KPMG Consulting,Equipment — Executive — Nov 2025,5246.79,Recurring,Q4 2025,FY2025
GL-002497,2025-12-31,6300,Software & Subscriptions,CC-160,United Airlines,Software — IT — Dec 2025,12410.62,Recurring,Q4 2025,FY2025
GL-005284,2025-10-16,6600,Equipment & Hardware,CC-113,United Airlines,Equipment — Sales — Oct 2025,13797.49,Recurring,Q4 2025,FY2025
GL-001118,2025-05-08,6100,Salaries & Wages,CC-146,Accenture Consulting,Compensation — Product — May 2025,17809.24,Recurring,Q2 2025,FY2025
GL-001517,2026-02-21,6300,Software & Subscriptions,CC-134,Mercer Consulting,Software — HR — Feb 2026,9513.53,Recurring,Q1 2026,FY2026
GL-001464,2025-04-21,6110,Employee Benefits,CC-105,CBRE Group,Benefits — Engineering — Apr 2025,8280.76,Recurring,Q2 2025,FY2025
GL-001262,2026-03-08,6600,Equipment & Hardware,CC-156,McKinsey & Company,Equipment — IT — Mar 2026,12091.42,Recurring,Q1 2026,FY2026
GL-003433,2025-06-02,6100,Salaries & Wages,CC-152,Marriott Hotels,Compensation — Operations — Jun 2025,6166.96,Recurring,Q2 2025,FY2025
GL-005955,2025-08-19,6800,One-Time Project Costs,CC-901,Fortinet Inc,Project: Product Launch — Enterprise Tier — originated by Marketing,9682.33,One-Time,Q3 2025,FY2025
GL-000831,2025-05-13,6300,Software & Subscriptions,CC-115,Latham & Watkins,Software — Marketing — May 2025,6316.5,Recurring,Q2 2025,FY2025
GL-003092,2025-08-12,6100,Salaries & Wages,CC-100,Snowflake Computing,Compensation — Engineering — Aug 2025,20610.9,Recurring,Q3 2025,FY2025
GL-003579,2025-04-18,6400,Facilities & Occupancy,CC-107,CrowdStrike Holdings,Facilities — Sales — Apr 2025,7483.56,Recurring,Q2 2025,FY2025
GL-004390,2026-03-21,6700,Training & Development,CC-150,HP Enterprise,Training — Operations — Mar 2026,3283.01,Recurring,Q1 2026,FY2026
GL-002770,2025-08-19,6300,Software & Subscriptions,CC-117,AWS Cloud Services,Software — Marketing — Aug 2025,3884.93,Recurring,Q3 2025,FY2025
GL-004788,2025-08-12,6700,Training & Development,CC-123,JLL Real Estate,Training — Finance — Aug 2025,3017.07,Recurring,Q3 2025,FY2025
GL-003747,2025-11-05,6700,Training & Development,CC-155,Dell Technologies,Training — Operations — Nov 2025,1813.0,Recurring,Q4 2025,FY2025
GL-003182,2025-04-07,6110,Employee Benefits,CC-106,Datadog Inc,Benefits — Engineering — Apr 2025,3889.77,Recurring,Q2 2025,FY2025
GL-001623,2025-10-24,6200,Travel & Entertainment,CC-120,JLL Real Estate,Travel — Marketing — Oct 2025,3103.68,Recurring,Q4 2025,FY2025
GL-004557,2026-02-16,6110,Employee Benefits,CC-150,IDC Advisory,Benefits — Operations — Feb 2026,2001.09,Recurring,Q1 2026,FY2026
GL-000660,2025-04-30,6100,Salaries & Wages,CC-131,Gartner Inc,Compensation — HR — Apr 2025,11130.04,Recurring,Q2 2025,FY2025
GL-000034,2025-06-27,6200,Travel & Entertainment,CC-159,United Airlines,Travel — IT — Jun 2025,2413.4,Recurring,Q2 2025,FY2025
GL-003446,2025-09-26,6200,Travel & Entertainment,CC-140,Forrester Research,Travel — Legal — Sep 2025,3486.41,Recurring,Q3 2025,FY2025
GL-004660,2026-03-25,6110,Employee Benefits,CC-143,ADP Payroll,Benefits — Product — Mar 2026,4770.6,Recurring,Q1 2026,FY2026
GL-003685,2025-04-01,6110,Employee Benefits,CC-106,WeWork Office,Benefits — Engineering — Apr 2025,4932.02,Recurring,Q2 2025,FY2025
GL-001546,2025-02-04,6700,Training & Development,CC-131,Datadog Inc,Training — HR — Feb 2025,4380.55,Recurring,Q1 2025,FY2025
GL-005100,2025-01-14,6600,Equipment & Hardware,CC-149,SAP SE,Equipment — Operations — Jan 2025,9496.87,Recurring,Q1 2025,FY2025
GL-002017,2025-03-14,6200,Travel & Entertainment,CC-120,UPS Logistics,Travel — Marketing — Mar 2025,3945.51,Recurring,Q1 2025,FY2025
GL-004243,2025-04-15,6600,Equipment & Hardware,CC-141,Willis Towers Watson,Equipment — Legal — Apr 2025,12531.69,Recurring,Q2 2025,FY2025
GL-003607,2025-02-03,6200,Travel & Entertainment,CC-119,ServiceNow Inc,Travel — Marketing — Feb 2025,3149.28,Recurring,Q1 2025,FY2025
GL-005894,2025-07-11,6800,One-Time Project Costs,CC-901,Snowflake Computing,Project: Sales Enablement Platform — originated by Sales,3341.7,One-Time,Q3 2025,FY2025
GL-002488,2025-10-24,6110,Employee Benefits,CC-167,Datadog Inc,Benefits — Executive — Oct 2025,3946.08,Recurring,Q4 2025,FY2025
GL-004376,2025-06-09,6400,Facilities & Occupancy,CC-112,SAP SE,Facilities — Sales — Jun 2025,4436.74,Recurring,Q2 2025,FY2025
GL-001097,2025-08-04,6300,Software & Subscriptions,CC-100,HP Enterprise,Software — Engineering — Aug 2025,15104.51,Recurring,Q3 2025,FY2025
GL-005466,2025-04-14,6700,Training & Development,CC-153,Baker McKenzie LLP,Training — Operations — Apr 2025,967.95,Recurring,Q2 2025,FY2025
GL-000890,2025-04-14,6200,Travel & Entertainment,CC-123,Hays Recruiting,Travel — Finance — Apr 2025,1413.92,Recurring,Q2 2025,FY2025
GL-005856,2025-08-04,6800,One-Time Project Costs,CC-909,Iron Mountain,Project: Disaster Recovery Setup — originated by Sales,13920.56,One-Time,Q3 2025,FY2025
GL-001391,2025-07-16,6100,Salaries & Wages,CC-112,LinkedIn Talent,Compensation — Sales — Jul 2025,17118.34,Recurring,Q3 2025,FY2025
GL-005435,2026-05-24,6700,Training & Development,CC-152,Marriott Hotels,Training — Operations — May 2026,2139.39,Recurring,Q2 2026,FY2026
GL-004771,2026-04-20,6200,Travel & Entertainment,CC-118,Gartner Inc,Travel — Marketing — Apr 2026,2175.77,Recurring,Q2 2026,FY2026
GL-005919,2025-07-10,6800,One-Time Project Costs,CC-901,WeWork Office,Project: Sales Enablement Platform — originated by Finance,11975.33,One-Time,Q3 2025,FY2025
GL-001841,2026-03-30,6300,Software & Subscriptions,CC-106,Workday Inc,Software — Engineering — Mar 2026,9116.95,Recurring,Q1 2026,FY2026
GL-001468,2025-10-14,6300,Software & Subscriptions,CC-109,Iron Mountain,Software — Sales — Oct 2025,6610.52,Recurring,Q4 2025,FY2025
GL-001950,2025-06-18,6300,Software & Subscriptions,CC-143,Perkins Coie LLP,Software — Product — Jun 2025,250.0,Recurring,Q2 2025,FY2025
GL-004841,2026-05-20,6200,Travel & Entertainment,CC-118,Fortinet Inc,Travel — Marketing — May 2026,2923.12,Recurring,Q2 2026,FY2026
GL-002239,2025-12-22,6400,Facilities & Occupancy,CC-160,KPMG Consulting,Facilities — IT — Dec 2025,1510.76,Recurring,Q4 2025,FY2025
GL-002564,2025-07-18,6700,Training & Development,CC-116,FedEx Shipping,Training — Marketing — Jul 2025,2805.17,Recurring,Q3 2025,FY2025
GL-001095,2025-11-04,6400,Facilities & Occupancy,CC-105,ADP Payroll,Facilities — Engineering — Nov 2025,5027.35,Recurring,Q4 2025,FY2025
GL-001165,2025-05-02,6300,Software & Subscriptions,CC-114,ADP Payroll,Software — Marketing — May 2025,5319.19,Recurring,Q2 2025,FY2025
GL-000637,2025-08-01,6500,Professional Services,CC-112,Microsoft Azure,Professional Services — Sales — Aug 2025,54778.09,Recurring,Q3 2025,FY2025
GL-002823,2025-09-06,6400,Facilities & Occupancy,CC-132,United Airlines,Facilities — HR — Sep 2025,4207.65,Recurring,Q3 2025,FY2025
GL-000488,2025-12-24,6200,Travel & Entertainment,CC-106,Latham & Watkins,Travel — Engineering — Dec 2025,4143.88,Recurring,Q4 2025,FY2025
GL-004713,2026-02-19,6110,Employee Benefits,CC-130,Workday Inc,Benefits — HR — Feb 2026,3737.96,Recurring,Q1 2026,FY2026
GL-005458,2026-02-23,6110,Employee Benefits,CC-153,KPMG Consulting,Benefits — Operations — Feb 2026,250.0,Recurring,Q1 2026,FY2026
GL-002908,2025-04-28,6110,Employee Benefits,CC-156,KPMG Consulting,Benefits — IT — Apr 2025,1702.08,Recurring,Q2 2025,FY2025
GL-004499,2026-04-15,6300,Software & Subscriptions,CC-156,Deloitte Advisory,Software — IT — Apr 2026,10884.64,Recurring,Q2 2026,FY2026
GL-004033,2025-04-27,6700,Training & Development,CC-100,WeWork Office,Training — Engineering — Apr 2025,2046.43,Recurring,Q2 2025,FY2025
GL-005253,2025-03-21,6100,Salaries & Wages,CC-149,Forrester Research,Compensation — Operations — Mar 2025,9630.69,Recurring,Q1 2025,FY2025
GL-002948,2025-07-14,6500,Professional Services,CC-103,Mercer Consulting,Professional Services — Engineering — Jul 2025,18519.16,Recurring,Q3 2025,FY2025
GL-003534,2025-12-11,6400,Facilities & Occupancy,CC-114,Splunk Inc,Facilities — Marketing — Dec 2025,6059.12,Recurring,Q4 2025,FY2025
GL-001330,2025-10-22,6110,Employee Benefits,CC-101,Marriott Hotels,Benefits — Engineering — Oct 2025,1339.16,Recurring,Q4 2025,FY2025
GL-003522,2025-06-26,6700,Training & Development,CC-131,IDC Advisory,Training — HR — Jun 2025,2578.34,Recurring,Q2 2025,FY2025
GL-001977,2026-04-23,6200,Travel & Entertainment,CC-149,Zscaler Inc,Travel — Operations — Apr 2026,3252.92,Recurring,Q2 2026,FY2026
GL-005969,2025-07-15,6800,One-Time Project Costs,CC-901,Latham & Watkins,Project: AI/ML Platform Build — originated by Executive,11928.41,One-Time,Q3 2025,FY2025
GL-004096,2025-08-25,6400,Facilities & Occupancy,CC-115,Marriott Hotels,Facilities — Marketing — Aug 2025,6176.26,Recurring,Q3 2025,FY2025
GL-000599,2025-02-17,6100,Salaries & Wages,CC-115,Hays Recruiting,Compensation — Marketing — Feb 2025,20223.5,Recurring,Q1 2025,FY2025
GL-005705,2025-03-23,6500,Professional Services,CC-148,Workday Inc,Professional Services — Product — Mar 2025,8557.19,Recurring,Q1 2025,FY2025
GL-003510,2025-06-16,6700,Training & Development,CC-149,Iron Mountain,Training — Operations — Jun 2025,3787.93,Recurring,Q2 2025,FY2025
GL-003400,2026-05-07,6400,Facilities & Occupancy,CC-120,CrowdStrike Holdings,Facilities — Marketing — May 2026,6604.98,Recurring,Q2 2026,FY2026
GL-005472,2025-03-24,6100,Salaries & Wages,CC-149,American Express Travel,Compensation — Operations — Mar 2025,14109.83,Recurring,Q1 2025,FY2025
GL-004739,2026-03-02,6500,Professional Services,CC-104,WeWork Office,Professional Services — Engineering — Mar 2026,11482.42,Recurring,Q1 2026,FY2026
GL-002287,2025-05-27,6300,Software & Subscriptions,CC-167,Datadog Inc,Software — Executive — May 2025,4770.4,Recurring,Q2 2025,FY2025
GL-003537,2025-01-15,6500,Professional Services,CC-166,Hays Recruiting,Professional Services — Executive — Jan 2025,16562.33,Recurring,Q1 2025,FY2025
GL-003143,2025-08-28,6300,Software & Subscriptions,CC-130,Baker McKenzie LLP,Software — HR — Aug 2025,14901.58,Recurring,Q3 2025,FY2025
GL-005227,2025-10-07,6200,Travel & Entertainment,CC-165,IDC Advisory,Travel — Executive — Oct 2025,1325.19,Recurring,Q4 2025,FY2025
GL-003766,2025-08-20,6700,Training & Development,CC-149,Robert Half,Training — Operations — Aug 2025,2538.7,Recurring,Q3 2025,FY2025
GL-003914,2025-06-16,6600,Equipment & Hardware,CC-125,Mercer Consulting,Equipment — Finance — Jun 2025,10848.2,Recurring,Q2 2025,FY2025
GL-004285,2026-01-19,6400,Facilities & Occupancy,CC-137,Salesforce Inc,Facilities — Legal — Jan 2026,3717.14,Recurring,Q1 2026,FY2026
GL-003673,2025-06-18,6400,Facilities & Occupancy,CC-144,JLL Real Estate,Facilities — Product — Jun 2025,7126.65,Recurring,Q2 2025,FY2025
GL-005657,2026-02-28,6400,Facilities & Occupancy,CC-162,Salesforce Inc,Facilities — IT — Feb 2026,662.31,Recurring,Q1 2026,FY2026
GL-004133,2026-02-23,6700,Training & Development,CC-161,Accenture Consulting,Training — IT — Feb 2026,2840.57,Recurring,Q1 2026,FY2026
GL-000899,2025-11-26,6300,Software & Subscriptions,CC-138,Latham & Watkins,Software — Legal — Nov 2025,4956.61,Recurring,Q4 2025,FY2025
GL-005190,2026-04-03,6500,Professional Services,CC-151,Hays Recruiting,Professional Services — Operations — Apr 2026,4420.75,Recurring,Q2 2026,FY2026
GL-002543,2025-07-16,6100,Salaries & Wages,CC-159,PwC Advisory,Compensation — IT — Jul 2025,11263.26,Recurring,Q3 2025,FY2025
GL-004315,2025-06-16,6400,Facilities & Occupancy,CC-107,Oracle Corp,Facilities — Sales — Jun 2025,3573.71,Recurring,Q2 2025,FY2025
GL-002326,2025-03-10,6100,Salaries & Wages,CC-131,Datadog Inc,Compensation — HR — Mar 2025,21596.08,Recurring,Q1 2025,FY2025
GL-001786,2026-02-15,6400,Facilities & Occupancy,CC-147,Datadog Inc,Facilities — Product — Feb 2026,6120.35,Recurring,Q1 2026,FY2026
GL-003338,2025-10-27,6300,Software & Subscriptions,CC-121,Fortinet Inc,Software — Finance — Oct 2025,6531.96,Recurring,Q4 2025,FY2025
GL-005449,2025-10-13,6100,Salaries & Wages,CC-119,Gartner Inc,Compensation — Marketing — Oct 2025,18811.84,Recurring,Q4 2025,FY2025
GL-000956,2025-02-12,6500,Professional Services,CC-152,Forrester Research,Professional Services — Operations — Feb 2025,13823.57,Recurring,Q1 2025,FY2025
GL-003516,2025-07-17,6300,Software & Subscriptions,CC-156,United Airlines,Software — IT — Jul 2025,12187.14,Recurring,Q3 2025,FY2025
GL-000184,2026-02-02,6300,Software & Subscriptions,CC-102,ADP Payroll,Software — Engineering — Feb 2026,7372.57,Recurring,Q1 2026,FY2026
GL-000080,2025-06-30,6100,Salaries & Wages,CC-115,Iron Mountain,Compensation — Marketing — Jun 2025,8926.21,Recurring,Q2 2025,FY2025
GL-002325,2026-01-29,6200,Travel & Entertainment,CC-104,Latham & Watkins,Travel — Engineering — Jan 2026,1214.88,Recurring,Q1 2026,FY2026
GL-003463,2026-01-19,6400,Facilities & Occupancy,CC-128,Workday Inc,Facilities — HR — Jan 2026,7488.02,Recurring,Q1 2026,FY2026
GL-001328,2025-10-10,6600,Equipment & Hardware,CC-124,Splunk Inc,Equipment — Finance — Oct 2025,7563.61,Recurring,Q4 2025,FY2025
GL-002123,2025-02-02,6600,Equipment & Hardware,CC-129,FedEx Shipping,Equipment — HR — Feb 2025,13091.74,Recurring,Q1 2025,FY2025
GL-001424,2026-01-29,6110,Employee Benefits,CC-128,FedEx Shipping,Benefits — HR — Jan 2026,3782.44,Recurring,Q1 2026,FY2026
GL-003664,2025-09-10,6100,Salaries & Wages,CC-166,ADP Payroll,Compensation — Executive — Sep 2025,15192.44,Recurring,Q3 2025,FY2025
